source;APs;original NL;original LTL;Spot LTL;lifted_LTL
navi.jsonl;"['""go_by(trash_can)""', '""going_to(house)""']";when possible going_to house or always go_by trash can;"F ( ""going_to(house)"" ) | G ( ""go_by(trash_can)"" )";"F""going_to(house)"" | G""go_by(trash_can)""";Fap_1 | Gap_0
navi.jsonl;"['""gather(pear)""', '""move_to(trash_can)""']";move_to trash can or when possible gather pear;"""move_to(trash_can)"" | F ( ""gather(pear)"" )";"""move_to(trash_can)"" | F""gather(pear)""";ap_1 | Fap_0
navi.jsonl;"['""migrate_to(tree)""', '""go_to(transh_can)""']";whenever migrate_to tree and at some time go_to transh can;"F ( ""migrate_to(tree)"" ) & F ( ""go_to(transh_can)"" )";"F""migrate_to(tree)"" & F""go_to(transh_can)""";Fap_0 & Fap_1
navi.jsonl;"['""drop(apple)""', '""venture_towards(house)""']";never drop apple or venture_towards house;"G ( ! ( ""drop(apple)"" ) ) | ""venture_towards(house)""";"""venture_towards(house)"" | G!""drop(apple)""";ap_1 | G!ap_0
navi.jsonl;"['""withdraw(pear)""', '""snag(orange)""']";when possible snag orange or when possible withdraw pear;"F ( ""snag(orange)"" ) | F ( ""withdraw(pear)"" )";"F""snag(orange)"" | F""withdraw(pear)""";Fap_1 | Fap_0
navi.jsonl;"['""obtain(orange)""', '""be_at(flag)""']";at any time obtain orange can infer that at any time be_at flag;"F ( ""obtain(orange)"" ) -> F ( ""be_at(flag)"" )";"F""obtain(orange)"" -> F""be_at(flag)""";Fap_0 -> Fap_1
navi.jsonl;"['""grasp(apple)""', '""touch(flag)""']";forever touch flag and whenever grasp apple;"G ( ""touch(flag)"" ) & F ( ""grasp(apple)"" )";"G""touch(flag)"" & F""grasp(apple)""";Gap_1 & Fap_0
navi.jsonl;"['""shift_to(flag)""', '""go(home)""']";at any time go home and whenever shift_to flag;"F ( ""go(home)"" ) & F ( ""shift_to(flag)"" )";"F""go(home)"" & F""shift_to(flag)""";Fap_1 & Fap_0
navi.jsonl;"['""let_go(orange)""', '""grab(orange)""']";when possible grab orange or never let_go orange;"F ( ""grab(orange)"" ) | G ( ! ( ""let_go(orange)"" ) )";"F""grab(orange)"" | G!""let_go(orange)""";Fap_1 | G!ap_0
navi.jsonl;"['""come_to(tree)""', '""hold_on(pear)""']";always hold_on pear and come_to tree;"G ( ""hold_on(pear)"" ) & ""come_to(tree)""";"""come_to(tree)"" & G""hold_on(pear)""";ap_0 & Gap_1
navi.jsonl;"['""drop(pear)""', '""track_towards(tree)""']";drop pear or when possible track_towards tree;"""drop(pear)"" | F ( ""track_towards(tree)"" )";"""drop(pear)"" | F""track_towards(tree)""";ap_0 | Fap_1
navi.jsonl;"['""go_to(apple_trashcan)""', '""go_to(trashcan)""']";repeatedly go_to apple trashcan or at any time go_to trashcan;"G ( F ( ""go_to(apple_trashcan)"" ) ) | F ( ""go_to(trashcan)"" )";"GF""go_to(apple_trashcan)"" | F""go_to(trashcan)""";GFap_0 | Fap_1
navi.jsonl;"['""go_by(flag)""', '""make_way_for(tree)""']";when possible go_by flag and when possible make_way_for tree;"F ( ""go_by(flag)"" ) & F ( ""make_way_for(tree)"" )";"F""go_by(flag)"" & F""make_way_for(tree)""";Fap_0 & Fap_1
navi.jsonl;"['""getting(pear)""', '""haul(pear)""']";whenever getting pear or at some time haul pear;"F ( ""getting(pear)"" ) | F ( ""haul(pear)"" )";"F""getting(pear)"" | F""haul(pear)""";Fap_0 | Fap_1
navi.jsonl;"['""drop(apple)""', '""get_hold_of(orange)""']";never drop apple or at some time get_hold_of orange;"G ( ! ( ""drop(apple)"" ) ) | F ( ""get_hold_of(orange)"" )";"G!""drop(apple)"" | F""get_hold_of(orange)""";G!ap_0 | Fap_1
navi.jsonl;"['""pick_up(orange)""', '""shift_to(flag)""']";at any time shift_to flag until pick_up orange;"F ( ""shift_to(flag)"" ) U ""pick_up(orange)""";"F""shift_to(flag)"" U ""pick_up(orange)""";Fap_1 U ap_0
navi.jsonl;"['""venture(house)""', '""get_hold(apple)""']";if at any time venture house , at any time get_hold apple;"F ( ""venture(house)"" ) -> F ( ""get_hold(apple)"" )";"F""venture(house)"" -> F""get_hold(apple)""";Fap_0 -> Fap_1
navi.jsonl;"['""travel_by(tree)""', '""go_to(trash_receptacle)""']";whenever go_to trash receptacle or when possible travel_by tree;"F ( ""go_to(trash_receptacle)"" ) | F ( ""travel_by(tree)"" )";"F""go_to(trash_receptacle)"" | F""travel_by(tree)""";Fap_1 | Fap_0
navi.jsonl;"['""drop(apple)""']";never drop apple until never drop apple;"G ( ! ( ""drop(apple)"" ) ) U G ( ! ( ""drop(apple)"" ) )";"G!""drop(apple)""";G!ap_0
navi.jsonl;"['""getting(pear)""', '""acquire(pear)""']";when possible acquire pear until whenever getting pear;"F ( ""acquire(pear)"" ) U F ( ""getting(pear)"" )";"F""acquire(pear)"" U F""getting(pear)""";Fap_1 U Fap_0
navi.jsonl;"['""let_go(apple)""', '""procure(orange)""']";never let_go apple and whenever procure orange;"G ( ! ( ""let_go(apple)"" ) ) & F ( ""procure(orange)"" )";"G!""let_go(apple)"" & F""procure(orange)""";G!ap_0 & Fap_1
navi.jsonl;"['""go_to(apple_trashcan)""', '""be_in(house\'s_vicinity)""']";repeatedly go_to apple trashcan until whenever be_in house's vicinity;"G ( F ( ""go_to(apple_trashcan)"" ) ) U F ( ""be_in(house's_vicinity)"" )";"GF""go_to(apple_trashcan)"" U F""be_in(house's_vicinity)""";GFap_0 U Fap_1
navi.jsonl;"['""go_by(waste_basket)""']";at some time go_by waste basket or at some time go_by waste basket;"F ( ""go_by(waste_basket)"" ) | F ( ""go_by(waste_basket)"" )";"F""go_by(waste_basket)""";Fap_0
navi.jsonl;"['""pick_up(orange)""', '""travel_to(flag)""']";pick_up orange or whenever travel_to flag;"""pick_up(orange)"" | F ( ""travel_to(flag)"" )";"""pick_up(orange)"" | F""travel_to(flag)""";ap_0 | Fap_1
navi.jsonl;"['""travel_to(apple)""', '""be_in(house\'s_vicinity)""']";at any time be_in house's vicinity and travel_to apple;"F ( ""be_in(house's_vicinity)"" ) & ""travel_to(apple)""";"""travel_to(apple)"" & F""be_in(house's_vicinity)""";ap_0 & Fap_1
navi.jsonl;"['""pass_by(waste_receptacle)""', '""grab(orange)""']";if whenever pass_by waste receptacle , when possible grab orange;"F ( ""pass_by(waste_receptacle)"" ) -> F ( ""grab(orange)"" )";"F""pass_by(waste_receptacle)"" -> F""grab(orange)""";Fap_0 -> Fap_1
navi.jsonl;"['""gather(orange)""', '""go_by(house)""']";at some time go_by house or gather orange;"F ( ""go_by(house)"" ) | ""gather(orange)""";"""gather(orange)"" | F""go_by(house)""";ap_0 | Fap_1
navi.jsonl;"['""capture(orange)""', '""travel(house)""']";capture orange and at any time travel house;"""capture(orange)"" & F ( ""travel(house)"" )";"""capture(orange)"" & F""travel(house)""";ap_0 & Fap_1
navi.jsonl;"['""make_way_to(house)""', '""collect(orange)""']";at any time collect orange or repeatedly make_way_to house;"F ( ""collect(orange)"" ) | G ( F ( ""make_way_to(house)"" ) )";"F""collect(orange)"" | GF""make_way_to(house)""";Fap_1 | GFap_0
navi.jsonl;"['""approach(tree)""', '""getting(pear)""']";at any time getting pear or approach tree;"F ( ""getting(pear)"" ) | ""approach(tree)""";"""approach(tree)"" | F""getting(pear)""";ap_0 | Fap_1
navi.jsonl;"['""go_by(trash_can)""', 'walk']";walk or always go_by trash can;"""walk"" | G ( ""go_by(trash_can)"" )";"walk | G""go_by(trash_can)""";ap_1 | Gap_0
navi.jsonl;"['""approach(flag)""', '""pick_up(pear)""']";pick_up pear or whenever approach flag;"""pick_up(pear)"" | F ( ""approach(flag)"" )";"""pick_up(pear)"" | F""approach(flag)""";ap_1 | Fap_0
navi.jsonl;"['""let_go(apple)""', '""visit(house)""']";whenever visit house and at any time let_go apple;"F ( ""visit(house)"" ) & F ( ""let_go(apple)"" )";"F""visit(house)"" & F""let_go(apple)""";Fap_1 & Fap_0
navi.jsonl;"['""go_to(orange)""', '""pick_up(flag)""']";pick_up flag or go_to orange;"""pick_up(flag)"" | ""go_to(orange)""";"""go_to(orange)"" | ""pick_up(flag)""";ap_0 | ap_1
navi.jsonl;"['""travel_to(apple)""', '""start_going_to(house)""']";travel_to apple and whenever start_going_to house;"""travel_to(apple)"" & F ( ""start_going_to(house)"" )";"""travel_to(apple)"" & F""start_going_to(house)""";ap_0 & Fap_1
navi.jsonl;"['""grasp(orange)""', '""make_contact(flag)""']";at some time make_contact flag or grasp orange;"F ( ""make_contact(flag)"" ) | ""grasp(orange)""";"""grasp(orange)"" | F""make_contact(flag)""";ap_0 | Fap_1
navi.jsonl;"['""move_forward(trash_can)""', '""visit(waste_basket)""']";at some time visit waste basket or when possible move_forward trash can;"F ( ""visit(waste_basket)"" ) | F ( ""move_forward(trash_can)"" )";"F""visit(waste_basket)"" | F""move_forward(trash_can)""";Fap_1 | Fap_0
navi.jsonl;"['""travel_to(apple)""', '""grab_hold(pear)""']";travel_to apple or grab_hold pear;"""travel_to(apple)"" | ""grab_hold(pear)""";"""grab_hold(pear)"" | ""travel_to(apple)""";ap_1 | ap_0
navi.jsonl;"['""seize(pear)""', '""move_to(tree)""']";move_to tree or when possible seize pear;"""move_to(tree)"" | F ( ""seize(pear)"" )";"""move_to(tree)"" | F""seize(pear)""";ap_1 | Fap_0
navi.jsonl;"['""capture(orange)""', '""go_to(flag)""']";when possible go_to flag and capture orange;"F ( ""go_to(flag)"" ) & ""capture(orange)""";"""capture(orange)"" & F""go_to(flag)""";ap_0 & Fap_1
navi.jsonl;"['""reach(tree)""', '""procure(pear)""']";at any time procure pear and at any time reach tree;"F ( ""procure(pear)"" ) & F ( ""reach(tree)"" )";"F""procure(pear)"" & F""reach(tree)""";Fap_1 & Fap_0
navi.jsonl;"['""obtain(orange)""', '""contact(house)""']";at any time contact house or at some time obtain orange;"F ( ""contact(house)"" ) | F ( ""obtain(orange)"" )";"F""contact(house)"" | F""obtain(orange)""";Fap_1 | Fap_0
navi.jsonl;"['""let_go(orange)""', '""hold_on_to(pear)""']";never let_go orange and hold_on_to pear;"G ( ! ( ""let_go(orange)"" ) ) & ""hold_on_to(pear)""";"""hold_on_to(pear)"" & G!""let_go(orange)""";ap_1 & G!ap_0
navi.jsonl;"['""secure(apple)""', '""present_at(flag)""']";at some time present_at flag and secure apple;"F ( ""present_at(flag)"" ) & ""secure(apple)""";"""secure(apple)"" & F""present_at(flag)""";ap_0 & Fap_1
navi.jsonl;"['""take(orange)""', '""make_way_to(house)""']";repeatedly make_way_to house or take orange;"G ( F ( ""make_way_to(house)"" ) ) | ""take(orange)""";"""take(orange)"" | GF""make_way_to(house)""";ap_0 | GFap_1
navi.jsonl;"['""grip(apple)""', '""stop_by(house)""']";grip apple or whenever stop_by house;"""grip(apple)"" | F ( ""stop_by(house)"" )";"""grip(apple)"" | F""stop_by(house)""";ap_0 | Fap_1
navi.jsonl;"['""acquire(orange)""', '""go_to(trash_can)""']";acquire orange or at any time go_to trash can;"""acquire(orange)"" | F ( ""go_to(trash_can)"" )";"""acquire(orange)"" | F""go_to(trash_can)""";ap_0 | Fap_1
navi.jsonl;"['""go_to(home)""', '""stop_by(trash_can)""']";at some time stop_by trash can and at any time go_to home;"F ( ""stop_by(trash_can)"" ) & F ( ""go_to(home)"" )";"F""stop_by(trash_can)"" & F""go_to(home)""";Fap_1 & Fap_0
navi.jsonl;"['""secure(apple)""', '""reach(flag)""']";whenever reach flag and secure apple;"F ( ""reach(flag)"" ) & ""secure(apple)""";"""secure(apple)"" & F""reach(flag)""";ap_0 & Fap_1
navi.jsonl;"['""scoop_up(apple)""', '""visit(house)""']";whenever visit house and when possible scoop_up apple;"F ( ""visit(house)"" ) & F ( ""scoop_up(apple)"" )";"F""visit(house)"" & F""scoop_up(apple)""";Fap_1 & Fap_0
navi.jsonl;"['""steal(apple)""', '""take(apple)""']";when possible steal apple or take apple;"F ( ""steal(apple)"" ) | ""take(apple)""";"""take(apple)"" | F""steal(apple)""";ap_1 | Fap_0
navi.jsonl;"['""journey_to(flag)""', '""travel_by(tree)""']";when possible travel_by tree or at any time journey_to flag;"F ( ""travel_by(tree)"" ) | F ( ""journey_to(flag)"" )";"F""travel_by(tree)"" | F""journey_to(flag)""";Fap_1 | Fap_0
navi.jsonl;"['moving', '""grab_hold(pear)""']";forever moving and grab_hold pear;"G ( ""moving"" ) & ""grab_hold(pear)""";"""grab_hold(pear)"" & Gmoving";ap_1 & Gap_0
navi.jsonl;"['""spend_time_at(tree)""', '""visit(trash_bin)""']";at any time visit trash bin or when possible spend_time_at tree;"F ( ""visit(trash_bin)"" ) | F ( ""spend_time_at(tree)"" )";"F""visit(trash_bin)"" | F""spend_time_at(tree)""";Fap_1 | Fap_0
navi.jsonl;"['""grasp(apple)""', '""move_to(trash_can)""']";when possible grasp apple or move_to trash can;"F ( ""grasp(apple)"" ) | ""move_to(trash_can)""";"""move_to(trash_can)"" | F""grasp(apple)""";ap_1 | Fap_0
navi.jsonl;"['""move_past(trash_can)""', '""collect(pear)""']";whenever move_past trash can or collect pear;"F ( ""move_past(trash_can)"" ) | ""collect(pear)""";"""collect(pear)"" | F""move_past(trash_can)""";ap_1 | Fap_0
navi.jsonl;"['""gather(pear)""', '""collect(pear)""']";when possible gather pear or collect pear;"F ( ""gather(pear)"" ) | ""collect(pear)""";"""collect(pear)"" | F""gather(pear)""";ap_1 | Fap_0
navi.jsonl;"['""go_to(flag)""', '""pass_by(house)""']";when possible pass_by house means that at any time go_to flag;"F ( ""pass_by(house)"" ) -> F ( ""go_to(flag)"" )";"F""pass_by(house)"" -> F""go_to(flag)""";Fap_1 -> Fap_0
navi.jsonl;"['""contact(flag)""', '""collect(orange)""']";when possible collect orange and whenever contact flag;"F ( ""collect(orange)"" ) & F ( ""contact(flag)"" )";"F""collect(orange)"" & F""contact(flag)""";Fap_1 & Fap_0
navi.jsonl;"['""travel_to(trash_can)""', '""move_past(trash_can)""']";whenever travel_to trash can or when possible move_past trash can;"F ( ""travel_to(trash_can)"" ) | F ( ""move_past(trash_can)"" )";"F""travel_to(trash_can)"" | F""move_past(trash_can)""";Fap_0 | Fap_1
navi.jsonl;"['""gather(pear)""', '""grab(apple)""']";at any time grab apple or when possible gather pear;"F ( ""grab(apple)"" ) | F ( ""gather(pear)"" )";"F""grab(apple)"" | F""gather(pear)""";Fap_1 | Fap_0
navi.jsonl;"['""reach(house)""', '""track_towards(tree)""']";reach house or whenever track_towards tree;"""reach(house)"" | F ( ""track_towards(tree)"" )";"""reach(house)"" | F""track_towards(tree)""";ap_0 | Fap_1
navi.jsonl;"['""withhold(apple)""', '""reach(flag)""']";at some time withhold apple or at some time reach flag;"F ( ""withhold(apple)"" ) | F ( ""reach(flag)"" )";"F""withhold(apple)"" | F""reach(flag)""";Fap_0 | Fap_1
navi.jsonl;"['""keep(apple)""', 'stay']";forever stay and keep apple;"G ( ""stay"" ) & ""keep(apple)""";"""keep(apple)"" & Gstay";ap_0 & Gap_1
navi.jsonl;"['""secure(pear)""', '""go_near(pear)""']";whenever secure pear and whenever go_near pear;"F ( ""secure(pear)"" ) & F ( ""go_near(pear)"" )";"F""secure(pear)"" & F""go_near(pear)""";Fap_0 & Fap_1
navi.jsonl;"['""spend_time_at(tree)""', '""snatch_up(pear)""']";if at any time spend_time_at tree , snatch_up pear;"F ( ""spend_time_at(tree)"" ) -> ""snatch_up(pear)""";"F""spend_time_at(tree)"" -> ""snatch_up(pear)""";Fap_0 -> ap_1
navi.jsonl;"['""go_to(home)""', '""go(home)""']";whenever go home or when possible go_to home;"F ( ""go(home)"" ) | F ( ""go_to(home)"" )";"F""go(home)"" | F""go_to(home)""";Fap_1 | Fap_0
navi.jsonl;"['""drop(orange)""', '""walk_to(flag)""']";when possible walk_to flag and never drop orange;"F ( ""walk_to(flag)"" ) & G ( ! ( ""drop(orange)"" ) )";"F""walk_to(flag)"" & G!""drop(orange)""";Fap_1 & G!ap_0
navi.jsonl;"['""procure(apple)""', '""obtain(apple)""']";at some time obtain apple and procure apple;"F ( ""obtain(apple)"" ) & ""procure(apple)""";"""procure(apple)"" & F""obtain(apple)""";ap_0 & Fap_1
navi.jsonl;"['""go_visit(house)""', '""travel_to(waste_bin)""']";travel_to waste bin and when possible go_visit house;"""travel_to(waste_bin)"" & F ( ""go_visit(house)"" )";"""travel_to(waste_bin)"" & F""go_visit(house)""";ap_1 & Fap_0
navi.jsonl;"['""travel_to(apple)""', '""grip(apple)""']";grip apple and travel_to apple;"""grip(apple)"" & ""travel_to(apple)""";"""grip(apple)"" & ""travel_to(apple)""";ap_1 & ap_0
navi.jsonl;"['""going_to(tree)""', '""travel_to(flag)""']";going_to tree until at any time travel_to flag;"""going_to(tree)"" U F ( ""travel_to(flag)"" )";"""going_to(tree)"" U F""travel_to(flag)""";ap_0 U Fap_1
navi.jsonl;"['""go_to(apple_trashcan)""', '""visit(trash_bin)""']";repeatedly go_to apple trashcan or whenever visit trash bin;"G ( F ( ""go_to(apple_trashcan)"" ) ) | F ( ""visit(trash_bin)"" )";"GF""go_to(apple_trashcan)"" | F""visit(trash_bin)""";GFap_0 | Fap_1
navi.jsonl;"['""go_by(waste_bin)""', '""reach(flag)""']";at any time reach flag or go_by waste bin;"F ( ""reach(flag)"" ) | ""go_by(waste_bin)""";"""go_by(waste_bin)"" | F""reach(flag)""";ap_0 | Fap_1
navi.jsonl;"['""let_go(orange)""', '""acquire(apple)""']";acquire apple until never let_go orange;"""acquire(apple)"" U G ( ! ( ""let_go(orange)"" ) )";"""acquire(apple)"" U G!""let_go(orange)""";ap_1 U G!ap_0
navi.jsonl;"['""venture_towards(house)""', '""withhold(apple)""']";when possible withhold apple or venture_towards house;"F ( ""withhold(apple)"" ) | ""venture_towards(house)""";"""venture_towards(house)"" | F""withhold(apple)""";ap_0 | Fap_1
navi.jsonl;"['""withdraw(pear)""', '""clutch(orange)""']";when possible clutch orange until at some time withdraw pear;"F ( ""clutch(orange)"" ) U F ( ""withdraw(pear)"" )";"F""clutch(orange)"" U F""withdraw(pear)""";Fap_1 U Fap_0
navi.jsonl;"['""venture_to(house)""', '""present_at(flag)""']";at any time venture_to house and when possible present_at flag;"F ( ""venture_to(house)"" ) & F ( ""present_at(flag)"" )";"F""venture_to(house)"" & F""present_at(flag)""";Fap_0 & Fap_1
navi.jsonl;"['""get_hold_of(pear)""', '""get(orange)""']";when possible get orange and get_hold_of pear;"F ( ""get(orange)"" ) & ""get_hold_of(pear)""";"""get_hold_of(pear)"" & F""get(orange)""";ap_0 & Fap_1
navi.jsonl;"['""show_yourself_near(house)""', '""travel_by(tree)""']";at some time show_yourself_near house or at some time travel_by tree;"F ( ""show_yourself_near(house)"" ) | F ( ""travel_by(tree)"" )";"F""show_yourself_near(house)"" | F""travel_by(tree)""";Fap_0 | Fap_1
navi.jsonl;"['moving', '""move_near(tree)""']";always moving or at some time move_near tree;"G ( ""moving"" ) | F ( ""move_near(tree)"" )";"Gmoving | F""move_near(tree)""";Gap_0 | Fap_1
navi.jsonl;"['""clutch(orange)""', '""visit(trash_bin)""']";at some time visit trash bin until at any time clutch orange;"F ( ""visit(trash_bin)"" ) U F ( ""clutch(orange)"" )";"F""visit(trash_bin)"" U F""clutch(orange)""";Fap_1 U Fap_0
navi.jsonl;"['""secure(apple)""', '""present_at(flag)""']";at any time present_at flag or secure apple;"F ( ""present_at(flag)"" ) | ""secure(apple)""";"""secure(apple)"" | F""present_at(flag)""";ap_0 | Fap_1
navi.jsonl;"['""snag(orange)""', '""track_towards(tree)""']";when possible snag orange or when possible track_towards tree;"F ( ""snag(orange)"" ) | F ( ""track_towards(tree)"" )";"F""snag(orange)"" | F""track_towards(tree)""";Fap_0 | Fap_1
navi.jsonl;"['""yield(pear)""', '""visit(waste_basket)""']";when possible yield pear or at any time visit waste basket;"F ( ""yield(pear)"" ) | F ( ""visit(waste_basket)"" )";"F""yield(pear)"" | F""visit(waste_basket)""";Fap_0 | Fap_1
navi.jsonl;"['""make_contact(flag)""', '""advance_to(house)""']";at some time make_contact flag or when possible advance_to house;"F ( ""make_contact(flag)"" ) | F ( ""advance_to(house)"" )";"F""make_contact(flag)"" | F""advance_to(house)""";Fap_0 | Fap_1
navi.jsonl;"['""venture(house)""', '""get_hold(apple)""']";whenever venture house and whenever get_hold apple;"F ( ""venture(house)"" ) & F ( ""get_hold(apple)"" )";"F""venture(house)"" & F""get_hold(apple)""";Fap_0 & Fap_1
navi.jsonl;"['""grab(tree)""', '""take_to(trashcan)""']";take_to trashcan and repeatedly grab tree;"""take_to(trashcan)"" & G ( F ( ""grab(tree)"" ) )";"""take_to(trashcan)"" & GF""grab(tree)""";ap_1 & GFap_0
navi.jsonl;"['""drop(apple)""', '""walk_near(flag)""']";never drop apple or at any time walk_near flag;"G ( ! ( ""drop(apple)"" ) ) | F ( ""walk_near(flag)"" )";"G!""drop(apple)"" | F""walk_near(flag)""";G!ap_0 | Fap_1
