original NL;original LTL;Spot LTL;APs;ap_NL;dict_AP;AP_lifted_dict;lifted_LTL
Go to street 2 and stay there indefinitely;<>[]street_2;FGstreet_2;['street_2'];Go to street_2 and stay there indefinitely;{'street 2': 'street_2'};{'street_2': 'ap_0'};FGap_0
Make sure to reach street 2 and remain there continuously;<>[]street_2;FGstreet_2;['street_2'];Make sure to reach street_2 and remain there continuously;{'street 2': 'street_2'};{'street_2': 'ap_0'};FGap_0
Eventually, go to bench 4, take a picture of it, and remain there;<>(bench_4&&photo&&[]bench_4);F(bench_4 & photo & Gbench_4);['photo', 'bench_4'];Eventually, go to bench_4, take a picture of it, and remain there;{'photo': 'photo', 'bench 4': 'bench_4'};{'photo': 'ap_0', 'bench_4': 'ap_1'};F(ap_1 & ap_0 & Gap_1)
Eventually, you need to visit bench 4, capture a photo, and stay there permanently;<>(bench_4&&photo&&[]bench_4);F(bench_4 & photo & Gbench_4);['photo', 'bench_4'];Eventually, you need to visit bench_4, capture a photo, and stay there permanently;{'photo': 'photo', 'bench 4': 'bench_4'};{'photo': 'ap_0', 'bench_4': 'ap_1'};F(ap_1 & ap_0 & Gap_1)
Eventually(Reach bench 4, take a photograph, and continue staying there);<>(bench_4&&photo&&[]bench_4);F(bench_4 & photo & Gbench_4);['photo', 'bench_4'];Eventually(Reach bench_4, take a photograph, and continue staying there);{'photo': 'photo', 'bench 4': 'bench_4'};{'photo': 'ap_0', 'bench_4': 'ap_1'};F(ap_1 & ap_0 & Gap_1)
Make sure to go to bench 4, take a picture, and remain at that location;<>(bench_4&&photo&&[]bench_4);F(bench_4 & photo & Gbench_4);['photo', 'bench_4'];Make sure to go to bench_4, take a picture, and remain at that location;{'photo': 'photo', 'bench 4': 'bench_4'};{'photo': 'ap_0', 'bench_4': 'ap_1'};F(ap_1 & ap_0 & Gap_1)
Avoid entering room 2 until you take bottle 4 from kitchen 1 and place it on table 4;!room_2 U (kitchen_1&&<>(p_bottle_4&&<>(table_4&&pd)));!room_2 U (kitchen_1 & F(p_bottle_4 & F(pd & table_4)));['pd', 'table_4', 'room_2', 'kitchen_1', 'p_bottle_4'];Avoid entering room_2 until you take p_bottle_4 from kitchen_1 and place it on table_4;{'pd': 'pd', 'table 4': 'table_4', 'room 2': 'room_2', 'kitchen 1': 'kitchen_1', 'bottle 4': 'p_bottle_4'};{'pd': 'ap_0', 'table_4': 'ap_1', 'room_2': 'ap_2', 'kitchen_1': 'ap_3', 'p_bottle_4': 'ap_4'};!ap_2 U (ap_3 & F(ap_4 & F(ap_0 & ap_1)))
Do not go to room 2 before retrieving bottle 4 from kitchen 1 and putting it on table 4;!room_2 U (kitchen_1&&<>(p_bottle_4&&<>(table_4&&pd)));!room_2 U (kitchen_1 & F(p_bottle_4 & F(pd & table_4)));['pd', 'table_4', 'room_2', 'kitchen_1', 'p_bottle_4'];Do not go to room_2 before retrieving p_bottle_4 from kitchen_1 and putting it on table_4;{'pd': 'pd', 'table 4': 'table_4', 'room 2': 'room_2', 'kitchen 1': 'kitchen_1', 'bottle 4': 'p_bottle_4'};{'pd': 'ap_0', 'table_4': 'ap_1', 'room_2': 'ap_2', 'kitchen_1': 'ap_3', 'p_bottle_4': 'ap_4'};!ap_2 U (ap_3 & F(ap_4 & F(ap_0 & ap_1)))
Stay away from room 2 until you collect bottle 4 from kitchen 1 and deliver it to table 4;!room_2 U (kitchen_1&&<>(p_bottle_4&&<>(table_4&&pd)));!room_2 U (kitchen_1 & F(p_bottle_4 & F(pd & table_4)));['pd', 'table_4', 'room_2', 'kitchen_1', 'p_bottle_4'];Stay away from room_2 until you collect p_bottle_4 from kitchen_1 and deliver it to table_4;{'pd': 'pd', 'table 4': 'table_4', 'room 2': 'room_2', 'kitchen 1': 'kitchen_1', 'bottle 4': 'p_bottle_4'};{'pd': 'ap_0', 'table_4': 'ap_1', 'room_2': 'ap_2', 'kitchen_1': 'ap_3', 'p_bottle_4': 'ap_4'};!ap_2 U (ap_3 & F(ap_4 & F(ap_0 & ap_1)))
Refrain from going to room 2 until you pick up bottle 4 from kitchen 1 and place it on table 4;!room_2 U (kitchen_1&&<>(p_bottle_4&&<>(table_4&&pd)));!room_2 U (kitchen_1 & F(p_bottle_4 & F(pd & table_4)));['pd', 'table_4', 'room_2', 'kitchen_1', 'p_bottle_4'];Refrain from going to room_2 until you pick up p_bottle_4 from kitchen_1 and place it on table_4;{'pd': 'pd', 'table 4': 'table_4', 'room 2': 'room_2', 'kitchen 1': 'kitchen_1', 'bottle 4': 'p_bottle_4'};{'pd': 'ap_0', 'table_4': 'ap_1', 'room_2': 'ap_2', 'kitchen_1': 'ap_3', 'p_bottle_4': 'ap_4'};!ap_2 U (ap_3 & F(ap_4 & F(ap_0 & ap_1)))
Grab brochure 9 from table 2 and go to park 4 and stay there;<>(table_2&&<>(p_brochure_9&&<>(park_4&&[]park_4)));F(table_2 & F(p_brochure_9 & F(park_4 & Gpark_4)));['table_2', 'park_4', 'p_brochure_9'];Grab p_brochure_9 from table_2 and go to park_4 and stay there;{'table 2': 'table_2', 'park 4': 'park_4', 'brochure 9': 'p_brochure_9'};{'table_2': 'ap_0', 'park_4': 'ap_1', 'p_brochure_9': 'ap_2'};F(ap_0 & F(ap_2 & F(ap_1 & Gap_1)))
Get brochure 9 from table 2 and go to park 4 and stay there;<>(table_2&&<>(p_brochure_9&&<>(park_4&&[]park_4)));F(table_2 & F(p_brochure_9 & F(park_4 & Gpark_4)));['table_2', 'park_4', 'p_brochure_9'];Get p_brochure_9 from table_2 and go to park_4 and stay there;{'table 2': 'table_2', 'park 4': 'park_4', 'brochure 9': 'p_brochure_9'};{'table_2': 'ap_0', 'park_4': 'ap_1', 'p_brochure_9': 'ap_2'};F(ap_0 & F(ap_2 & F(ap_1 & Gap_1)))
Ensure you collect brochure 9 from table 2, travel to park 4, and remain there continuously;<>(table_2&&<>(p_brochure_9&&<>(park_4&&[]park_4)));F(table_2 & F(p_brochure_9 & F(park_4 & Gpark_4)));['table_2', 'park_4', 'p_brochure_9'];Ensure you collect p_brochure_9 from table_2, travel to park_4, and remain there continuously;{'table 2': 'table_2', 'park 4': 'park_4', 'brochure 9': 'p_brochure_9'};{'table_2': 'ap_0', 'park_4': 'ap_1', 'p_brochure_9': 'ap_2'};F(ap_0 & F(ap_2 & F(ap_1 & Gap_1)))
Take brochure 9 from table 2, head to park 4, and stay there indefinitely;<>(table_2&&<>(p_brochure_9&&<>(park_4&&[]park_4)));F(table_2 & F(p_brochure_9 & F(park_4 & Gpark_4)));['table_2', 'park_4', 'p_brochure_9'];Take p_brochure_9 from table_2, head to park_4, and stay there indefinitely;{'table 2': 'table_2', 'park 4': 'park_4', 'brochure 9': 'p_brochure_9'};{'table_2': 'ap_0', 'park_4': 'ap_1', 'p_brochure_9': 'ap_2'};F(ap_0 & F(ap_2 & F(ap_1 & Gap_1)))
Continuously photographing car 1, ensuring you never go to parking lot 9;[]<>(car_1&&photo)&&[]!parking_lot_9;GF(car_1 & photo) & G!parking_lot_9;['photo', 'car_1', 'parking_lot_9'];Continuously photographing car_1, ensuring you never go to parking_lot_9;{'photo': 'photo', 'car 1': 'car_1', 'parking lot 9': 'parking_lot_9'};{'photo': 'ap_0', 'car_1': 'ap_1', 'parking_lot_9': 'ap_2'};GF(ap_1 & ap_0) & G!ap_2
Keep photographing car 1, ensuring you never enter parking lot 9;[]<>(car_1&&photo)&&[]!parking_lot_9;GF(car_1 & photo) & G!parking_lot_9;['photo', 'car_1', 'parking_lot_9'];Keep photographing car_1, ensuring you never enter parking_lot_9;{'photo': 'photo', 'car 1': 'car_1', 'parking lot 9': 'parking_lot_9'};{'photo': 'ap_0', 'car_1': 'ap_1', 'parking_lot_9': 'ap_2'};GF(ap_1 & ap_0) & G!ap_2
Keep take pictures of car 1 while refraining from visiting parking lot 9;[]<>(car_1&&photo)&&[]!parking_lot_9;GF(car_1 & photo) & G!parking_lot_9;['photo', 'car_1', 'parking_lot_9'];Keep take pictures of car_1 while refraining from visiting parking_lot_9;{'photo': 'photo', 'car 1': 'car_1', 'parking lot 9': 'parking_lot_9'};{'photo': 'ap_0', 'car_1': 'ap_1', 'parking_lot_9': 'ap_2'};GF(ap_1 & ap_0) & G!ap_2
Ensure you persistently take pictures of car 1 while refraining from visiting parking lot 9 at all times;[]<>(car_1&&photo)&&[]!parking_lot_9;GF(car_1 & photo) & G!parking_lot_9;['photo', 'car_1', 'parking_lot_9'];Ensure you persistently take pictures of car_1 while refraining from visiting parking_lot_9 at all times;{'photo': 'photo', 'car 1': 'car_1', 'parking lot 9': 'parking_lot_9'};{'photo': 'ap_0', 'car_1': 'ap_1', 'parking_lot_9': 'ap_2'};GF(ap_1 & ap_0) & G!ap_2
Always avoid going to hall 1 to pick up file 6;[]!(hall_1&&p_file_6);G!(hall_1 & p_file_6);['hall_1', 'p_file_6'];Always avoid going to hall_1 to pick up p_file_6;{'hall 1': 'hall_1', 'file 6': 'p_file_6'};{'hall_1': 'ap_0', 'p_file_6': 'ap_1'};G!(ap_0 & ap_1)
Never go to hall 1 to collect file 6 under any conditions;[]!(hall_1&&p_file_6);G!(hall_1 & p_file_6);['hall_1', 'p_file_6'];Never go to hall_1 to collect p_file_6 under any conditions;{'hall 1': 'hall_1', 'file 6': 'p_file_6'};{'hall_1': 'ap_0', 'p_file_6': 'ap_1'};G!(ap_0 & ap_1)
Always refrain from visiting hall 1 for the purpose of picking up file 6 at all times;[]!(hall_1&&p_file_6);G!(hall_1 & p_file_6);['hall_1', 'p_file_6'];Always refrain from visiting hall_1 for the purpose of picking up p_file_6 at all times;{'hall 1': 'hall_1', 'file 6': 'p_file_6'};{'hall_1': 'ap_0', 'p_file_6': 'ap_1'};G!(ap_0 & ap_1)
Never go to hall 1 to collect file 6 under any circumstances;[]!(hall_1&&p_file_6);G!(hall_1 & p_file_6);['hall_1', 'p_file_6'];Never go to hall_1 to collect p_file_6 under any circumstances;{'hall 1': 'hall_1', 'file 6': 'p_file_6'};{'hall_1': 'ap_0', 'p_file_6': 'ap_1'};G!(ap_0 & ap_1)
Remain in parking lot 9 at all times;[]parking_lot_9;Gparking_lot_9;['parking_lot_9'];Remain in parking_lot_9 at all times;{'parking lot 9': 'parking_lot_9'};{'parking_lot_9': 'ap_0'};Gap_0
Ensure you always stay within parking lot 9;[]parking_lot_9;Gparking_lot_9;['parking_lot_9'];Ensure you always stay within parking_lot_9;{'parking lot 9': 'parking_lot_9'};{'parking_lot_9': 'ap_0'};Gap_0
Continuously stay in parking lot 9 without leaving;[]parking_lot_9;Gparking_lot_9;['parking_lot_9'];Continuously stay in parking_lot_9 without leaving;{'parking lot 9': 'parking_lot_9'};{'parking_lot_9': 'ap_0'};Gap_0
Staying in parking lot 9 at all times;[]parking_lot_9;Gparking_lot_9;['parking_lot_9'];Staying in parking_lot_9 at all times;{'parking lot 9': 'parking_lot_9'};{'parking_lot_9': 'ap_0'};Gap_0
Avoid going to intersection 8 until you reach street 3, and then proceed to locality 5;!intersection_8 U street_3&&<>locality_5;(!intersection_8 U street_3) & Flocality_5;['intersection_8', 'street_3', 'locality_5'];Avoid going to intersection_8 until you reach street_3, and then proceed to locality_5;{'intersection 8': 'intersection_8', 'street 3': 'street_3', 'locality 5': 'locality_5'};{'intersection_8': 'ap_0', 'street_3': 'ap_1', 'locality_5': 'ap_2'};(!ap_0 U ap_1) & Fap_2
Do not enter intersection 8 before arriving at street 3, while ensuring you eventually go to locality 5;!intersection_8 U street_3&&<>locality_5;(!intersection_8 U street_3) & Flocality_5;['intersection_8', 'street_3', 'locality_5'];Do not enter intersection_8 before arriving at street_3, while ensuring you eventually go to locality_5;{'intersection 8': 'intersection_8', 'street 3': 'street_3', 'locality 5': 'locality_5'};{'intersection_8': 'ap_0', 'street_3': 'ap_1', 'locality_5': 'ap_2'};(!ap_0 U ap_1) & Fap_2
Refrain from visiting intersection 8 until you reach street 3 and then make your way to locality 5;!intersection_8 U street_3&&<>locality_5;(!intersection_8 U street_3) & Flocality_5;['intersection_8', 'street_3', 'locality_5'];Refrain from visiting intersection_8 until you reach street_3 and then make your way to locality_5;{'intersection 8': 'intersection_8', 'street 3': 'street_3', 'locality 5': 'locality_5'};{'intersection_8': 'ap_0', 'street_3': 'ap_1', 'locality_5': 'ap_2'};(!ap_0 U ap_1) & Fap_2
Stay away from intersection 8 until street 3 is reached, and ensure you go to locality 5 afterward;!intersection_8 U street_3&&<>locality_5;(!intersection_8 U street_3) & Flocality_5;['intersection_8', 'street_3', 'locality_5'];Stay away from intersection_8 until street_3 is reached, and ensure you go to locality_5 afterward;{'intersection 8': 'intersection_8', 'street 3': 'street_3', 'locality 5': 'locality_5'};{'intersection_8': 'ap_0', 'street_3': 'ap_1', 'locality_5': 'ap_2'};(!ap_0 U ap_1) & Fap_2
Pick up box 8 from house 3 and place it in office 2;<>(house_3&&<>(p_box_8&&<>(office_2&&pd)));F(house_3 & F(p_box_8 & F(office_2 & pd)));['pd', 'p_box_8', 'office_2', 'house_3'];Pick up p_box_8 from house_3 and place it in office_2;{'pd': 'pd', 'box 8': 'p_box_8', 'office 2': 'office_2', 'house 3': 'house_3'};{'pd': 'ap_0', 'p_box_8': 'ap_1', 'office_2': 'ap_2', 'house_3': 'ap_3'};F(ap_3 & F(ap_1 & F(ap_2 & ap_0)))
Retrieve box 8 from house 3 and deliver it to office 2;<>(house_3&&<>(p_box_8&&<>(office_2&&pd)));F(house_3 & F(p_box_8 & F(office_2 & pd)));['pd', 'p_box_8', 'office_2', 'house_3'];Retrieve p_box_8 from house_3 and deliver it to office_2;{'pd': 'pd', 'box 8': 'p_box_8', 'office 2': 'office_2', 'house 3': 'house_3'};{'pd': 'ap_0', 'p_box_8': 'ap_1', 'office_2': 'ap_2', 'house_3': 'ap_3'};F(ap_3 & F(ap_1 & F(ap_2 & ap_0)))
Collect box 8 from house 3 and transport it to office 2;<>(house_3&&<>(p_box_8&&<>(office_2&&pd)));F(house_3 & F(p_box_8 & F(office_2 & pd)));['pd', 'p_box_8', 'office_2', 'house_3'];Collect p_box_8 from house_3 and transport it to office_2;{'pd': 'pd', 'box 8': 'p_box_8', 'office 2': 'office_2', 'house 3': 'house_3'};{'pd': 'ap_0', 'p_box_8': 'ap_1', 'office_2': 'ap_2', 'house_3': 'ap_3'};F(ap_3 & F(ap_1 & F(ap_2 & ap_0)))
Take box 8 from house 3 and move it to office 2;<>(house_3&&<>(p_box_8&&<>(office_2&&pd)));F(house_3 & F(p_box_8 & F(office_2 & pd)));['pd', 'p_box_8', 'office_2', 'house_3'];Take p_box_8 from house_3 and move it to office_2;{'pd': 'pd', 'box 8': 'p_box_8', 'office 2': 'office_2', 'house 3': 'house_3'};{'pd': 'ap_0', 'p_box_8': 'ap_1', 'office_2': 'ap_2', 'house_3': 'ap_3'};F(ap_3 & F(ap_1 & F(ap_2 & ap_0)))
Avoid entering park 9 until you visit gate 7 and take a picture;!park_9 U (gate_7&&photo);!park_9 U (gate_7 & photo);['photo', 'park_9', 'gate_7'];Avoid entering park_9 until you visit gate_7 and take a picture;{'photo': 'photo', 'park 9': 'park_9', 'gate 7': 'gate_7'};{'photo': 'ap_0', 'park_9': 'ap_1', 'gate_7': 'ap_2'};!ap_1 U (ap_2 & ap_0)
Do not go to park 9 before arriving at gate 7 and capturing a photo;!park_9 U (gate_7&&photo);!park_9 U (gate_7 & photo);['photo', 'park_9', 'gate_7'];Do not go to park_9 before arriving at gate_7 and capturing a photo;{'photo': 'photo', 'park 9': 'park_9', 'gate 7': 'gate_7'};{'photo': 'ap_0', 'park_9': 'ap_1', 'gate_7': 'ap_2'};!ap_1 U (ap_2 & ap_0)
Refrain from entering park 9 until you reach gate 7 and take a picture there;!park_9 U (gate_7&&photo);!park_9 U (gate_7 & photo);['photo', 'park_9', 'gate_7'];Refrain from entering park_9 until you reach gate_7 and take a picture there;{'photo': 'photo', 'park 9': 'park_9', 'gate 7': 'gate_7'};{'photo': 'ap_0', 'park_9': 'ap_1', 'gate_7': 'ap_2'};!ap_1 U (ap_2 & ap_0)
Stay away from park 9 until you go to gate 7 and ensure you take a photograph;!park_9 U (gate_7&&photo);!park_9 U (gate_7 & photo);['photo', 'park_9', 'gate_7'];Stay away from park_9 until you go to gate_7 and ensure you take a photograph;{'photo': 'photo', 'park 9': 'park_9', 'gate 7': 'gate_7'};{'photo': 'ap_0', 'park_9': 'ap_1', 'gate_7': 'ap_2'};!ap_1 U (ap_2 & ap_0)
Retrieve tin can 4 from table 4, place it in trash can 5, and ensure you never enter hallway 2;<>(table_4&&<>(p_tin_can_4&&<>(trash_can_5&&pd)))&&[]!hallway_2;F(table_4 & F(p_tin_can_4 & F(pd & trash_can_5))) & G!hallway_2;['pd', 'table_4', 'p_tin_can_4', 'trash_can_5', 'hallway_2'];Retrieve p_tin_can_4 from table_4, place it in trash_can_5, and ensure you never enter hallway_2;{'pd': 'pd', 'table 4': 'table_4', 'tin can 4': 'p_tin_can_4', 'trash can 5': 'trash_can_5', 'hallway 2': 'hallway_2'};{'pd': 'ap_0', 'table_4': 'ap_1', 'p_tin_can_4': 'ap_2', 'trash_can_5': 'ap_3', 'hallway_2': 'ap_4'};F(ap_1 & F(ap_2 & F(ap_0 & ap_3))) & G!ap_4
Pick up tin can 4 from table 4, deliver it to trash can 5, and avoid going into hallway 2;<>(table_4&&<>(p_tin_can_4&&<>(trash_can_5&&pd)))&&[]!hallway_2;F(table_4 & F(p_tin_can_4 & F(pd & trash_can_5))) & G!hallway_2;['pd', 'table_4', 'p_tin_can_4', 'trash_can_5', 'hallway_2'];Pick up p_tin_can_4 from table_4, deliver it to trash_can_5, and avoid going into hallway_2;{'pd': 'pd', 'table 4': 'table_4', 'tin can 4': 'p_tin_can_4', 'trash can 5': 'trash_can_5', 'hallway 2': 'hallway_2'};{'pd': 'ap_0', 'table_4': 'ap_1', 'p_tin_can_4': 'ap_2', 'trash_can_5': 'ap_3', 'hallway_2': 'ap_4'};F(ap_1 & F(ap_2 & F(ap_0 & ap_3))) & G!ap_4
Collect tin can 4 from table 4, move it to trash can 5, while always staying out of hallway 2;<>(table_4&&<>(p_tin_can_4&&<>(trash_can_5&&pd)))&&[]!hallway_2;F(table_4 & F(p_tin_can_4 & F(pd & trash_can_5))) & G!hallway_2;['pd', 'table_4', 'p_tin_can_4', 'trash_can_5', 'hallway_2'];Collect p_tin_can_4 from table_4, move it to trash_can_5, while always staying out of hallway_2;{'pd': 'pd', 'table 4': 'table_4', 'tin can 4': 'p_tin_can_4', 'trash can 5': 'trash_can_5', 'hallway 2': 'hallway_2'};{'pd': 'ap_0', 'table_4': 'ap_1', 'p_tin_can_4': 'ap_2', 'trash_can_5': 'ap_3', 'hallway_2': 'ap_4'};F(ap_1 & F(ap_2 & F(ap_0 & ap_3))) & G!ap_4
Take tin can 4 from table 4, deposit it in trash can 5, and ensure you do not enter hallway 2;<>(table_4&&<>(p_tin_can_4&&<>(trash_can_5&&pd)))&&[]!hallway_2;F(table_4 & F(p_tin_can_4 & F(pd & trash_can_5))) & G!hallway_2;['pd', 'table_4', 'p_tin_can_4', 'trash_can_5', 'hallway_2'];Take p_tin_can_4 from table_4, deposit it in trash_can_5, and ensure you do not enter hallway_2;{'pd': 'pd', 'table 4': 'table_4', 'tin can 4': 'p_tin_can_4', 'trash can 5': 'trash_can_5', 'hallway 2': 'hallway_2'};{'pd': 'ap_0', 'table_4': 'ap_1', 'p_tin_can_4': 'ap_2', 'trash_can_5': 'ap_3', 'hallway_2': 'ap_4'};F(ap_1 & F(ap_2 & F(ap_0 & ap_3))) & G!ap_4
Avoid entering park 4 until you reach street 3, and then transport takeout 2 from store 7 to bench 3;!park_4 U street_3&&<>(store_7&&<>(p_takeout_2&&<>(bench_3&&pd)));(!park_4 U street_3) & F(store_7 & F(p_takeout_2 & F(bench_3 & pd)));['pd', 'street_3', 'park_4', 'store_7', 'p_takeout_2', 'bench_3'];Avoid entering park_4 until you reach street_3, and then transport p_takeout_2 from store_7 to bench_3;{'pd': 'pd', 'street 3': 'street_3', 'park 4': 'park_4', 'store 7': 'store_7', 'takeout 2': 'p_takeout_2', 'bench 3': 'bench_3'};{'pd': 'ap_0', 'street_3': 'ap_1', 'park_4': 'ap_2', 'store_7': 'ap_3', 'p_takeout_2': 'ap_4', 'bench_3': 'ap_5'};(!ap_2 U ap_1) & F(ap_3 & F(ap_4 & F(ap_5 & ap_0)))
Do not go to park 4 before arriving at street 3, and ensure you move takeout 2 from store 7 to bench 3;!park_4 U street_3&&<>(store_7&&<>(p_takeout_2&&<>(bench_3&&pd)));(!park_4 U street_3) & F(store_7 & F(p_takeout_2 & F(bench_3 & pd)));['pd', 'street_3', 'park_4', 'store_7', 'p_takeout_2', 'bench_3'];Do not go to park_4 before arriving at street_3, and ensure you move p_takeout_2 from store_7 to bench_3;{'pd': 'pd', 'street 3': 'street_3', 'park 4': 'park_4', 'store 7': 'store_7', 'takeout 2': 'p_takeout_2', 'bench 3': 'bench_3'};{'pd': 'ap_0', 'street_3': 'ap_1', 'park_4': 'ap_2', 'store_7': 'ap_3', 'p_takeout_2': 'ap_4', 'bench_3': 'ap_5'};(!ap_2 U ap_1) & F(ap_3 & F(ap_4 & F(ap_5 & ap_0)))
Stay away from park 4 until you reach street 3, and afterward, deliver takeout 2 from store 7 to bench 3;!park_4 U street_3&&<>(store_7&&<>(p_takeout_2&&<>(bench_3&&pd)));(!park_4 U street_3) & F(store_7 & F(p_takeout_2 & F(bench_3 & pd)));['pd', 'street_3', 'park_4', 'store_7', 'p_takeout_2', 'bench_3'];Stay away from park_4 until you reach street_3, and afterward, deliver p_takeout_2 from store_7 to bench_3;{'pd': 'pd', 'street 3': 'street_3', 'park 4': 'park_4', 'store 7': 'store_7', 'takeout 2': 'p_takeout_2', 'bench 3': 'bench_3'};{'pd': 'ap_0', 'street_3': 'ap_1', 'park_4': 'ap_2', 'store_7': 'ap_3', 'p_takeout_2': 'ap_4', 'bench_3': 'ap_5'};(!ap_2 U ap_1) & F(ap_3 & F(ap_4 & F(ap_5 & ap_0)))
Refrain from entering park 4 until you arrive at street 3, and then take takeout 2 from store 7 to bench 3;!park_4 U street_3&&<>(store_7&&<>(p_takeout_2&&<>(bench_3&&pd)));(!park_4 U street_3) & F(store_7 & F(p_takeout_2 & F(bench_3 & pd)));['pd', 'street_3', 'park_4', 'store_7', 'p_takeout_2', 'bench_3'];Refrain from entering park_4 until you arrive at street_3, and then take p_takeout_2 from store_7 to bench_3;{'pd': 'pd', 'street 3': 'street_3', 'park 4': 'park_4', 'store 7': 'store_7', 'takeout 2': 'p_takeout_2', 'bench 3': 'bench_3'};{'pd': 'ap_0', 'street_3': 'ap_1', 'park_4': 'ap_2', 'store_7': 'ap_3', 'p_takeout_2': 'ap_4', 'bench_3': 'ap_5'};(!ap_2 U ap_1) & F(ap_3 & F(ap_4 & F(ap_5 & ap_0)))
